Month,L,M,S,SD,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
2.0785219399538106,1,57.2761,0.03564,2.0413,51.0,52.5,53.4,53.9,54.7,55.2,55.9,57.3,58.7,59.4,59.9,60.6,61.1,62.0,63.6
2.3094688221709005,1,57.9436,0.03552,2.0582,51.6,53.2,54.1,54.6,55.3,55.8,56.6,57.9,59.3,60.1,60.6,61.3,61.8,62.7,64.3
2.540415704387991,1,58.5816,0.0354,2.0738,52.2,53.8,54.7,55.2,55.9,56.4,57.2,58.6,60.0,60.7,61.2,62.0,62.5,63.4,65.0
2.771362586605081,1,59.1922,0.0353,2.0895,52.7,54.3,55.3,55.8,56.5,57.0,57.8,59.2,60.6,61.4,61.9,62.6,63.1,64.1,65.6
3.0,1,59.8029,0.0352,2.1051,53.3,54.9,55.8,56.3,57.1,57.6,58.4,59.8,61.2,62.0,62.5,63.3,63.8,64.7,66.3
3.0023094688221708,1,59.7773,0.0352,2.1042,53.3,54.9,55.8,56.3,57.1,57.6,58.4,59.8,61.2,62.0,62.5,63.2,63.7,64.7,66.3
4.0,1,62.0899,0.03486,2.1645,55.4,57.1,58.0,58.5,59.3,59.8,60.6,62.1,63.5,64.3,64.9,65.7,66.2,67.1,68.8
5.0,1,64.0301,0.03463,2.2174,57.2,58.9,59.9,60.4,61.2,61.7,62.5,64.0,65.5,66.3,66.9,67.7,68.2,69.2,70.9
6.0,1,65.7311,0.03448,2.2664,58.7,60.5,61.5,62.0,62.8,63.4,64.2,65.7,67.3,68.1,68.6,69.5,70.0,71.0,72.7
7.0,1,67.2873,0.03441,2.3154,60.1,61.9,62.9,63.5,64.3,64.9,65.7,67.3,68.8,69.7,70.3,71.1,71.6,72.7,74.4
8.0,1,68.7498,0.0344,2.365,61.4,63.2,64.3,64.9,65.7,66.3,67.2,68.7,70.3,71.2,71.8,72.6,73.2,74.3,76.1
9.0,1,70.1435,0.03444,2.4157,62.7,64.5,65.6,66.2,67.0,67.6,68.5,70.1,71.8,72.6,73.2,74.1,74.7,75.8,77.6
10.0,1,71.4818,0.03452,2.4676,63.9,65.7,66.8,67.4,68.3,68.9,69.8,71.5,73.1,74.0,74.6,75.5,76.1,77.2,79.1
11.0,1,72.771,0.03464,2.5208,65.0,66.9,68.0,68.6,69.5,70.2,71.1,72.8,74.5,75.4,76.0,76.9,77.5,78.6,80.6
12.0,1,74.015,0.03479,2.575,66.1,68.0,69.2,69.8,70.7,71.3,72.3,74.0,75.8,76.7,77.3,78.3,78.9,80.0,82.0
13.0,1,75.2176,0.03496,2.6296,67.1,69.1,70.3,70.9,71.8,72.5,73.4,75.2,77.0,77.9,78.6,79.5,80.2,81.3,83.3
14.0,1,76.3817,0.03514,2.6841,68.1,70.1,71.3,72.0,72.9,73.6,74.6,76.4,78.2,79.2,79.8,80.8,81.4,82.6,84.7
15.0,1,77.5099,0.03534,2.7392,69.0,71.1,72.4,73.0,74.0,74.7,75.7,77.5,79.4,80.3,81.0,82.0,82.7,83.9,86.0
16.0,1,78.6055,0.03555,2.7944,70.0,72.1,73.3,74.0,75.0,75.7,76.7,78.6,80.5,81.5,82.2,83.2,83.9,85.1,87.2
17.0,1,79.671,0.03576,2.849,70.9,73.0,74.3,75.0,76.0,76.7,77.7,79.7,81.6,82.6,83.3,84.4,85.0,86.3,88.5
18.0,1,80.7079,0.03598,2.9039,71.7,74.0,75.2,75.9,77.0,77.7,78.7,80.7,82.7,83.7,84.4,85.5,86.2,87.5,89.7
19.0,1,81.7182,0.0362,2.9582,72.6,74.8,76.2,76.9,77.9,78.7,79.7,81.7,83.7,84.8,85.5,86.6,87.3,88.6,90.9
20.0,1,82.7036,0.03643,3.0129,73.4,75.7,77.0,77.7,78.8,79.6,80.7,82.7,84.7,85.8,86.6,87.7,88.4,89.7,92.0
21.0,1,83.6654,0.03666,3.0672,74.2,76.5,77.9,78.6,79.7,80.5,81.6,83.7,85.7,86.8,87.6,88.7,89.4,90.8,93.1
22.0,1,84.604,0.03688,3.1202,75.0,77.3,78.7,79.5,80.6,81.4,82.5,84.6,86.7,87.8,88.6,89.7,90.5,91.9,94.2
23.0,1,85.5202,0.03711,3.1737,75.7,78.1,79.6,80.3,81.5,82.2,83.4,85.5,87.7,88.8,89.6,90.7,91.5,92.9,95.3
24.0,1,86.4153,0.03734,3.2267,76.4,78.9,80.3,81.1,82.3,83.1,84.2,86.4,88.6,89.8,90.6,91.7,92.5,93.9,96.4
